DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2019-12-13,14.35,5,14.5,45,3005.0000000000005,3005.0000000000005,-3028.0,-24.699999999999545
