DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2018-07-02,18.08,15,18.0,37,1830.0,1830.0,-1877.0,-48.7
2023-01-27,19.0,19,18.0,37,1697.9999999999998,1697.9999999999998,-1794.9999999999998,-98.7
2023-05-22,18.13,30,18.0,37,1667.0000000000002,1667.0000000000002,-1900.0,-234.69999999999976
2023-05-30,18.34,22,18.0,37,1705.0,1705.0,-1900.0,-196.7
