DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2017-08-10,16.17,5,17.0,42,2430.0,2430.0,-2500.0,-71.7
2018-07-05,16.22,12,17.0,42,2436.0,2436.0,-2477.0,-42.7
