DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN,Avg_Spread_Cost,Q1_Spread_Cost,Q3_Spread_Cost,Avg_Expiry_Value,Q1_Expiry_Value,Q3_Expiry_Value
2016-06-27,26.72,15,27.0,23,-376.0,24.0,400.0,22.3,-265.5,-320.75,-210.24999999999997,381.49999999999994,372.2499999999999,390.75
2018-03-02,26.22,19,26.0,23,-280.0,20.0,778.0,496.3,-224.66666666666666,-257.0,-197.0,573.6666666666666,471.5,692.5
2018-12-18,26.14,28,27.0,23,-330.99999999999994,69.00000000000006,400.00000000000006,67.30000000000011,-330.99999999999994,-330.99999999999994,-330.99999999999994,400.00000000000006,400.00000000000006,400.00000000000006
2018-12-19,26.64,27,27.0,23,-329.00000000000006,70.99999999999994,400.00000000000006,69.3,-329.00000000000006,-329.00000000000006,-329.00000000000006,400.00000000000006,400.00000000000006,400.00000000000006
2020-02-24,26.35,2,26.0,23,-281.0,19.0,380.9999999999999,98.29999999999988,-188.0,-234.5,-141.5,263.5,204.75000000000003,322.24999999999994
2020-02-24,26.35,23,27.0,23,-340.00000000000006,59.99999999999994,480.9999999999999,139.29999999999984,-242.50000000000003,-291.25000000000006,-193.75,425.9999999999998,398.4999999999998,453.49999999999983
2020-07-27,26.94,23,26.0,23,-145.0,155.0,370.9999999999997,224.29999999999973,-242.50000000000003,-291.25000000000006,-193.75,425.9999999999998,398.4999999999998,453.49999999999983
2020-08-03,26.01,16,26.0,23,-160.0,140.0,370.9999999999997,209.29999999999973,-155.0,-157.5,-152.5,298.49999999999994,262.25000000000006,334.74999999999983
2020-08-28,26.3,5,26.0,23,-245.00000000000003,54.99999999999997,423.00000000000006,176.30000000000004,-174.8,-232.0,-140.0,305.80000000000007,260.0000000000001,400.0
2020-08-31,26.5,9,27.0,23,-179.99999999999997,220.00000000000003,198.00000000000009,16.300000000000086,-193.66666666666666,-242.99999999999994,-137.5,298.00000000000006,229.0000000000001,348.00000000000006
2021-01-25,26.63,9,27.0,23,-305.99999999999994,94.00000000000006,436.0,128.3,-193.66666666666666,-242.99999999999994,-137.5,298.00000000000006,229.0000000000001,348.00000000000006
2022-02-04,26.26,12,26.0,23,-215.0,85.0,607.0,390.3,-175.0,-195.0,-155.0,433.50000000000006,346.7500000000001,520.25
2022-02-04,26.26,19,26.0,23,-234.00000000000003,65.99999999999997,607.0,371.3,-224.66666666666666,-257.0,-197.0,573.6666666666666,471.5,692.5
2022-03-18,26.82,5,26.0,23,-193.0,107.0,300.0,105.3,-174.8,-232.0,-140.0,305.80000000000007,260.0000000000001,400.0
2022-05-30,26.81,16,26.0,23,-150.0,150.0,226.00000000000017,74.30000000000017,-155.0,-157.5,-152.5,298.49999999999994,262.25000000000006,334.74999999999983
2022-06-02,26.5,13,26.0,23,-160.0,140.0,226.00000000000017,64.30000000000017,-140.33333333333334,-155.5,-130.5,283.00000000000006,243.00000000000014,311.5
2022-06-07,26.24,1,26.0,23,-219.00000000000003,80.99999999999997,226.00000000000017,5.300000000000142,-168.0,-200.0,-142.5,175.00000000000014,149.5000000000001,213.50000000000017
2022-06-07,26.24,8,26.0,23,-180.0,120.0,226.00000000000017,44.30000000000017,-152.5,-166.25,-138.75,294.5,260.2500000000001,328.74999999999994
2022-06-09,26.24,6,26.0,23,-95.0,205.0,0.0,-96.7,,,,,,
2022-07-07,26.79,13,26.0,23,-110.0,190.0,260.0000000000001,148.30000000000013,-140.33333333333334,-155.5,-130.5,283.00000000000006,243.00000000000014,311.5
2022-07-08,26.61,12,26.0,23,-135.0,165.0,260.0000000000001,123.30000000000013,-175.0,-195.0,-155.0,433.50000000000006,346.7500000000001,520.25
2022-07-11,26.74,9,26.0,23,-95.0,205.0,260.0000000000001,163.30000000000013,-193.66666666666666,-242.99999999999994,-137.5,298.00000000000006,229.0000000000001,348.00000000000006
2022-07-15,26.72,5,26.0,23,-140.0,160.0,260.0000000000001,118.30000000000013,-174.8,-232.0,-140.0,305.80000000000007,260.0000000000001,400.0
2022-09-02,26.28,5,26.0,23,-64.0,236.0,146.00000000000009,80.30000000000008,-174.8,-232.0,-140.0,305.80000000000007,260.0000000000001,400.0
2022-09-02,26.28,19,26.0,23,-160.0,140.0,335.99999999999994,174.29999999999995,-224.66666666666666,-257.0,-197.0,573.6666666666666,471.5,692.5
2022-09-05,26.85,2,26.0,23,-95.0,205.0,146.00000000000009,49.30000000000008,-188.0,-234.5,-141.5,263.5,204.75000000000003,322.24999999999994
2022-09-15,26.93,6,26.0,23,-100.0,200.0,44.99999999999993,-56.70000000000008,,,,,,
2022-11-01,26.35,15,26.0,23,-154.99999999999997,145.00000000000003,362.9999999999999,206.29999999999995,-265.5,-320.75,-210.24999999999997,381.49999999999994,372.2499999999999,390.75
2022-11-02,26.62,14,26.0,23,-121.0,179.0,362.9999999999999,240.2999999999999,-121.0,-121.0,-121.0,362.9999999999999,362.9999999999999,362.9999999999999
2022-11-03,26.87,13,26.0,23,-151.0,149.0,362.9999999999999,210.2999999999999,-140.33333333333334,-155.5,-130.5,283.00000000000006,243.00000000000014,311.5
2022-11-08,26.16,1,26.0,23,-104.0,196.0,98.00000000000004,-7.699999999999957,-168.0,-200.0,-142.5,175.00000000000014,149.5000000000001,213.50000000000017
2022-11-08,26.16,8,26.0,23,-125.0,175.0,362.9999999999999,236.2999999999999,-152.5,-166.25,-138.75,294.5,260.2500000000001,328.74999999999994
2022-11-09,26.35,7,26.0,23,-86.0,214.0,362.9999999999999,275.2999999999999,-86.0,-86.0,-86.0,362.9999999999999,362.9999999999999,362.9999999999999
2022-11-10,26.59,6,26.0,23,-181.0,119.0,362.9999999999999,180.2999999999999,,,,,,
2022-11-15,26.22,1,26.0,23,-181.0,119.0,201.00000000000017,18.30000000000017,-168.0,-200.0,-142.5,175.00000000000014,149.5000000000001,213.50000000000017
2023-03-17,26.14,5,27.0,23,-232.0,168.00000000000003,400.0,166.30000000000004,-174.8,-232.0,-140.0,305.80000000000007,260.0000000000001,400.0
