DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN,Avg_Spread_Cost,Q1_Spread_Cost,Q3_Spread_Cost,Avg_Expiry_Value,Q1_Expiry_Value,Q3_Expiry_Value
2015-07-08,19.76,13,19.0,13,-253.0,347.0,650.0,395.3,-179.0,-216.0,-142.0,425.5000000000001,313.2500000000001,537.75
2018-11-30,19.91,18,20.0,13,-315.00000000000006,385.0,406.00000000000006,89.3,-315.00000000000006,-315.00000000000006,-315.00000000000006,406.00000000000006,406.00000000000006,406.00000000000006
2019-05-29,19.04,21,19.0,13,-245.00000000000003,355.0,485.0,238.29999999999995,-228.0,-236.50000000000003,-219.5,420.5,388.25000000000006,452.75
2019-08-01,19.46,6,19.0,13,-320.0,280.0,196.00000000000009,-125.69999999999992,,,,,,
2020-01-27,19.02,2,19.0,13,-226.0,374.0,406.00000000000006,178.3000000000001,-226.0,-226.0,-226.0,406.00000000000006,406.00000000000006,406.00000000000006
2021-04-20,19.7,8,19.0,13,-95.0,505.0,232.99999999999983,136.29999999999984,-95.0,-95.0,-95.0,232.99999999999983,232.99999999999983,232.99999999999983
2021-04-22,19.9,6,19.0,13,-81.0,519.0,232.99999999999983,150.29999999999984,,,,,,
2021-09-08,19.64,14,19.0,13,-128.0,472.0,201.00000000000017,71.30000000000017,-128.0,-128.0,-128.0,201.00000000000017,201.00000000000017,201.00000000000017
2021-09-09,19.54,13,19.0,13,-105.0,495.0,201.00000000000017,94.30000000000015,-179.0,-216.0,-142.0,425.5000000000001,313.2500000000001,537.75
2021-09-16,19.76,6,19.0,13,-88.0,512.0,64.99999999999986,-24.70000000000014,,,,,,
2023-05-23,19.31,29,19.0,13,-140.0,460.0,590.0,448.3,-140.0,-140.0,-140.0,590.0,590.0,590.0
2023-09-26,19.5,22,19.0,13,-186.0,414.0,356.00000000000006,168.30000000000007,-186.0,-186.0,-186.0,356.00000000000006,356.00000000000006,356.00000000000006
2023-09-27,19.71,21,19.0,13,-211.0,389.0,356.00000000000006,143.30000000000007,-228.0,-236.50000000000003,-219.5,420.5,388.25000000000006,452.75
