DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2021-04-22,19.9,6,19.0,40,1926.0,1926.0,-2100.0,-175.69999999999976
2021-08-17,19.56,15,19.0,40,1893.0,1893.0,-2100.0,-208.7
