DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2019-05-06,18.8,16,18.0,40,2110.0,2110.0,-2200.0,-91.7
2021-04-26,18.17,2,18.0,40,2114.0,2114.0,-2200.0,-87.7
2021-04-27,18.16,1,18.0,40,2158.0,2158.0,-2200.0,-43.7
