DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2019-04-29,13.27,23,13.0,40,2501.0,2501.0,-2532.0,-32.7
2019-07-15,13.02,2,13.5,40,2604.9999999999995,2604.9999999999995,-2650.0,-46.70000000000046
2020-01-13,13.09,9,14.0,40,2530.0,2530.0,-2544.0,-15.7
