DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2015-08-26,35.62,20.0,35.0,28,-589.9999999999999,110.00000000000011,761.9999999999997,170.29999999999978
2020-03-04,35.58,13.96,35.0,28,-534.0,166.0,146.00000000000009,-389.6999999999999
2020-04-28,35.39,8.0,35.0,28,-273.50000000000006,426.49999999999994,428.9999999999999,153.79999999999984
2020-04-28,35.39,15.0,35.0,28,-311.99999999999994,388.00000000000006,900.0,586.3
2020-05-15,35.13,12.0,35.0,28,-449.5,250.5,700.0,248.8
2020-06-17,35.17,7.0,35.0,28,-533.5,166.5,573.9999999999999,38.79999999999988
2020-06-19,35.12,5.0,35.0,28,-182.5,517.5,573.9999999999999,389.7999999999999
2020-06-22,35.39,2.0,35.0,28,-397.5,302.5,573.9999999999999,174.7999999999999
2020-09-03,35.94,6.0,35.0,28,-389.0,311.0,687.9999999999999,297.2999999999999
2020-09-08,35.93,1.0,35.0,28,-392.00000000000006,307.99999999999994,687.9999999999999,294.29999999999984
2020-09-08,35.93,15.0,35.0,28,-488.0,212.0,735.0000000000001,245.30000000000013
2021-12-03,35.32,26.0,35.0,28,-534.5,165.5,700.0,163.8
2022-01-25,35.85,1.0,35.0,28,-408.0,292.0,700.0,290.3
2022-01-25,35.85,8.0,35.0,28,-551.0,149.0,700.0000000000001,147.30000000000013
2022-01-25,35.85,22.0,35.0,28,-530.0000000000001,169.9999999999999,1095.0,563.2999999999998
2022-03-01,35.19,1.0,35.0,28,-211.50000000000003,488.5,487.9999999999999,274.7999999999999
2022-03-01,35.19,8.0,35.0,28,-419.99999999999994,280.00000000000006,569.0000000000001,147.30000000000018
2022-03-01,35.19,13.96,35.0,28,-440.00000000000006,259.99999999999994,616.0,174.29999999999995
2022-05-06,35.34,5.0,35.0,28,-450.0,250.0,430.9999999999999,-20.700000000000113
2022-05-06,35.34,12.0,35.0,28,-460.00000000000006,239.99999999999994,770.0,308.29999999999995
2022-05-09,35.48,2.0,35.0,28,-216.0,484.0,430.9999999999999,213.2999999999999
2022-05-09,35.48,9.0,35.0,28,-355.0,345.0,770.0,413.3
2022-06-13,35.05,2.0,35.0,28,-255.00000000000003,445.0,700.0,443.3
2022-06-13,35.05,9.0,35.0,28,-393.0,307.0,723.9999999999999,329.2999999999999
