DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN,Avg_Spread_Cost,Q1_Spread_Cost,Q3_Spread_Cost,Avg_Expiry_Value,Q1_Expiry_Value,Q3_Expiry_Value
2018-02-12,29.7,9,30.0,17,-861.0,439.0,1300.0,437.3,-861.0,-861.0,-861.0,1300.0,1300.0,1300.0
2020-06-10,29.01,7,29.0,17,-307.0,893.0,0.0,-308.7,,,,,,
2021-01-04,29.19,16,29.0,17,-497.0,703.0,762.9999999999999,264.2999999999999,-497.0,-497.0,-497.0,762.9999999999999,762.9999999999999,762.9999999999999
2022-01-21,29.79,26,29.0,17,-580.0000000000001,619.9999999999999,907.0,325.2999999999999,-580.0000000000001,-580.0000000000001,-580.0000000000001,907.0,907.0,907.0
