File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_26-27_strike_22.0.csv,26-27,22.0,27,3953.1,-7.699999999999957,513.3896103896133,96.29629629629629,1; 2; 5; 7; 8; 9; 12; 13; 14; 15; 16; 19; 21; 28,-341.0 to -92.0
