File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_19-20_strike_18.0.csv,19-20,18.0,73,6480.9000000000015,-107.20000000000003,60.45615671641791,91.78082191780823,4; 5; 6; 7; 8; 9; 12; 13; 14; 15; 16; 19; 20; 21; 22; 26; 27; 28; 29,-195.0 to -18.000000000000004
