File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_15-16_strike_15.0.csv,15-16,15.0,46,4004.800000000001,-243.10000000000002,16.47387906211436,71.73913043478261,6; 7; 11; 13; 15; 20; 21; 22; 23; 27; 28; 29,-60.99999999999999 to -0.9999999999999996
