File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_13-14_strike_13.0.csv,13-14,13.0,101,4119.3,-345.70000000000033,11.915822967891224,79.20792079207921,7; 9; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 25; 26; 27; 28; 29,-71.0 to 1.0000000000000009
