File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_24-25_strike_24.0.csv,24-25,24.0,31,4440.299999999999,-32.09999999999997,138.3271028037384,90.32258064516128,9; 13; 15; 19; 21; 23; 26; 27; 28; 29; 30,-49.0 to -5.000000000000004
