File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_17-18_strike_15.0.csv,17-18,15.0,59,5851.700000000002,-212.1999999999997,27.576343072573092,89.83050847457628,1; 2; 6; 7; 8; 9; 12; 13; 14; 15; 16; 20; 21; 25; 26; 27; 28; 29; 30,-212.0 to -25.0
