File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_19-20_strike_16.0.csv,19-20,16.0,41,5659.300000000001,-150.7999999999999,37.52851458885945,90.2439024390244,2; 7; 8; 9; 12; 13; 14; 15; 20; 21; 22; 23; 26; 27; 28; 29; 30,-301.0 to -52.0
