File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_25-26_strike_24.0.csv,25-26,24.0,37,3752.1,-50.099999999999966,74.89221556886233,91.8918918918919,1; 2; 8; 9; 12; 13; 14; 15; 18; 22; 23; 26; 27; 29; 30,-193.00000000000003 to -28.0
