File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_18-19_strike_17.0.csv,18-19,17.0,82,6242.6,-267.70000000000016,23.319387373926023,86.58536585365853,2; 5; 6; 7; 8; 9; 12; 13; 14; 16; 18; 19; 20; 21; 22; 23; 26; 28; 29; 30,-220.00000000000003 to -30.0
