File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_22-23_strike_19.0.csv,22-23,19.0,40,6296.0,-149.69999999999993,42.05744822979294,97.5,1; 2; 4; 5; 6; 7; 8; 9; 11; 12; 13; 14; 15; 18; 21; 22; 23; 26; 27; 28; 29; 30,-271.0 to -34.0
