File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_18-19_strike_15.0.csv,18-19,15.0,52,5781.6,-350.90000000000003,16.476489028213166,86.53846153846155,1; 2; 5; 6; 8; 9; 12; 13; 14; 16; 18; 20; 21; 22; 23; 29; 30,-309.00000000000006 to -26.0
