File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_19-20_strike_19.0.csv,19-20,19.0,64,6095.200000000002,-152.1,40.07363576594347,79.6875,7; 12; 13; 14; 15; 16; 19; 20; 21; 22; 23; 27; 28,-116.0 to -2.0000000000000018
