File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_18-19_strike_18.0.csv,18-19,18.0,70,6022.000000000004,-171.39999999999986,35.1341890315053,82.85714285714286,6; 8; 11; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 26; 27; 28; 29; 30,-204.0 to -3.0000000000000027
