File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_20-21_strike_18.0.csv,20-21,18.0,75,7352.500000000003,-366.5999999999999,20.05591925804693,89.33333333333333,1; 2; 4; 5; 6; 7; 8; 9; 10; 12; 13; 14; 15; 16; 19; 20; 21; 22; 23; 26; 27; 28; 29,-248.0 to -17.0
