File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_16-17_strike_15.0.csv,16-17,15.0,85,5583.500000000001,-258.3999999999999,21.60797213622292,85.88235294117646,1; 2; 4; 5; 6; 7; 9; 11; 12; 13; 14; 19; 21; 22; 23; 26; 27; 29,-183.0 to -5.0
