File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_17-18_strike_16.0.csv,17-18,16.0,95,6113.500000000003,-255.09999999999988,23.965111720893788,86.31578947368422,1; 2; 5; 6; 7; 8; 9; 12; 13; 14; 15; 18; 19; 20; 21; 22; 26; 27; 28; 29,-195.0 to -5.0
