File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_27-28_strike_25.0.csv,27-28,25.0,40,5098.999999999998,-91.40000000000009,55.78774617067826,95.0,1; 2; 5; 6; 7; 8; 11; 13; 14; 15; 16; 19; 20; 22; 27; 29; 30,-325.0 to -32.99999999999999
