File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_19-20_strike_17.0.csv,19-20,17.0,68,6871.4,-436.0,15.760091743119265,85.29411764705883,1; 2; 5; 7; 8; 9; 12; 13; 15; 16; 20; 21; 22; 26; 27; 29,-251.0 to -23.0
