File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_15-16_strike_16.0.csv,15-16,16.0,45,2923.5000000000005,-395.99999999999983,7.382575757575762,77.77777777777779,6; 11; 12; 13; 14; 15; 17; 21; 23; 24; 26; 28,-57.00000000000001 to 63.000000000000014
