File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_25-26_strike_21.0.csv,25-26,21.0,27,4861.100000000001,-32.69999999999989,148.6574923547406,96.29629629629629,1; 2; 4; 7; 8; 9; 12; 13; 15; 21; 26; 27; 29; 30,-386.00000000000006 to -95.0
