File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_20-21_strike_17.0.csv,20-21,17.0,51,6266.300000000002,-151.09999999999997,41.471211118464616,94.11764705882352,1; 2; 4; 5; 6; 7; 8; 9; 10; 12; 13; 14; 15; 16; 21; 22; 23; 26; 28; 29,-294.99999999999994 to -39.0
