File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_27-28_strike_26.0.csv,27-28,26.0,41,5223.299999999999,-130.80000000000007,39.93348623853208,90.2439024390244,1; 2; 5; 6; 7; 8; 9; 11; 12; 13; 14; 15; 16; 19; 20; 22; 27; 29; 30,-214.0 to -22.000000000000004
