File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_23-24_strike_20.0.csv,23-24,20.0,47,5901.099999999999,-290.49999999999983,20.313597246127376,89.36170212765957,1; 2; 6; 7; 8; 9; 11; 12; 14; 15; 16; 19; 20; 23; 26; 28; 29,-314.0 to -35.0
