File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_14-15_strike_14.0.csv,14-15,14.0,40,2733.999999999999,-83.50000000000018,32.742514970059794,87.5,8; 9; 14; 20; 21; 22; 23; 28; 29; 30,-73.0 to -1.999999999999996
