File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_22-23_strike_18.0.csv,22-23,18.0,29,5276.7,-47.70000000000003,110.62264150943389,96.55172413793103,1; 2; 6; 8; 12; 14; 15; 16; 21; 22; 23; 26; 27; 28; 29; 30,-281.0 to -43.0
