File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_26-27_strike_25.0.csv,26-27,25.0,38,4783.399999999997,-68.10000000000007,70.24082232011736,92.10526315789474,2; 5; 6; 7; 8; 9; 12; 13; 14; 15; 16; 19; 21; 23; 27; 28,-197.0 to -35.0
