File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_25-26_strike_23.0.csv,25-26,23.0,38,5010.4000000000015,-99.80000000000004,50.20440881763526,89.47368421052632,1; 2; 7; 8; 9; 12; 13; 14; 15; 16; 20; 22; 26; 27; 29; 30,-286.00000000000006 to -29.0
