File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_15-16_strike_14.0.csv,15-16,14.0,51,3703.300000000001,-105.79999999999993,35.0028355387524,92.15686274509804,1; 2; 5; 6; 7; 8; 9; 11; 12; 13; 14; 15; 16; 19; 20; 21; 22; 23,-172.99999999999997 to -5.0
