File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_19-20_strike_20.0.csv,19-20,20.0,45,4147.5,-308.69999999999993,13.435374149659866,75.55555555555556,7; 11; 14; 15; 18; 20; 21; 22; 23; 26; 27; 30,-47.00000000000002 to 75.0
