File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_21-22_strike_22.0.csv,21-22,22.0,30,3647.9999999999995,-71.80000000000005,50.80779944289689,86.66666666666667,4; 6; 8; 12; 13; 14; 19; 20; 23; 26; 28; 30,-39.99999999999994 to 78.0
