File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_23-24_strike_21.0.csv,23-24,21.0,55,5829.499999999999,-159.50000000000006,36.54858934169277,90.9090909090909,1; 2; 6; 7; 8; 9; 13; 14; 15; 16; 18; 20; 21; 23; 26; 27; 28; 29,-255.0 to -19.0
