File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_15-16_strike_13.0.csv,15-16,13.0,32,3252.6000000000004,-108.39999999999986,30.005535055350595,93.75,2; 4; 5; 6; 7; 8; 9; 11; 12; 13; 14; 16; 20,-216.0 to -21.0
