File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_17-18_strike_18.0.csv,17-18,18.0,66,5379.800000000001,-284.4000000000001,18.91631504922644,81.81818181818183,7; 13; 14; 15; 19; 21; 22; 23; 26; 27; 28; 29; 30,-89.99999999999999 to 75.0
