File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_21-22_strike_19.0.csv,21-22,19.0,57,6129.099999999999,-230.5000000000001,26.590455531453348,91.22807017543859,1; 2; 4; 6; 7; 8; 9; 12; 13; 14; 15; 16; 19; 20; 21; 22; 25; 26; 27; 28; 29,-288.99999999999994 to -24.0
