File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_17-18_strike_17.0.csv,17-18,17.0,84,5378.200000000002,-310.2000000000005,17.337846550612486,80.95238095238095,4; 7; 8; 9; 11; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 25; 26; 27; 28; 29; 30,-115.0 to -1.0000000000000009
