File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_21-22_strike_17.0.csv,21-22,17.0,28,4230.4000000000015,-104.7,40.4049665711557,96.42857142857143,1; 2; 4; 5; 6; 8; 9; 13; 15; 20; 21; 22; 26; 27; 28; 29,-300.0 to -62.0
