File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_22-23_strike_21.0.csv,22-23,21.0,73,6627.899999999999,-234.20000000000016,28.300170794192972,91.78082191780823,1; 2; 6; 7; 8; 9; 11; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 26; 27; 28; 29; 30,-210.00000000000009 to -18.0
