File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_27-28_strike_27.0.csv,27-28,27.0,34,5509.2,-65.80000000000004,83.7264437689969,88.23529411764706,6; 7; 8; 9; 11; 13; 14; 15; 16; 19; 20; 22; 29; 30,-40.99999999999999 to -3.999999999999981
