File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_18-19_strike_16.0.csv,18-19,16.0,65,7496.500000000001,-419.9000000000002,17.85306025244105,89.23076923076924,2; 4; 5; 6; 7; 8; 9; 11; 12; 13; 14; 15; 16; 18; 19; 20; 21; 22; 23; 29; 30,-250.0 to -27.0
