File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_24-25_strike_21.0.csv,24-25,21.0,45,6988.499999999999,-130.40000000000015,53.592791411042874,95.55555555555556,1; 2; 5; 7; 8; 9; 13; 14; 21; 23; 26; 27; 28; 29; 30,-350.00000000000006 to -29.0
