File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_13-14_strike_14.0.csv,13-14,14.0,66,3389.7999999999984,-586.5000000000008,5.779710144927526,77.27272727272727,8; 9; 12; 13; 14; 15; 16; 19; 20; 21; 22; 23; 25; 26; 27; 28,-94.0 to 73.00000000000001
