File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_23-24_strike_23.0.csv,23-24,23.0,45,6342.499999999999,-105.89999999999984,59.89140698772435,84.44444444444444,7; 8; 9; 15; 16; 18; 20; 23; 26; 27; 28; 29,-64.99999999999999 to -1.0000000000000009
