File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_22-23_strike_20.0.csv,22-23,20.0,67,8598.099999999997,-160.1,53.70455965021859,95.52238805970148,1; 2; 5; 6; 7; 8; 9; 12; 13; 14; 15; 16; 19; 21; 22; 23; 26; 27; 28; 29; 30,-270.0 to -24.0
