File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_21-22_strike_21.0.csv,21-22,21.0,55,6253.500000000001,-148.89999999999986,41.99798522498325,87.27272727272727,4; 8; 9; 13; 14; 15; 19; 20; 21; 23; 25; 26; 28; 29; 30,-119.0 to -3.999999999999993
