File,VIX_Threshold,Sell_Strike,Number of Trades,Total Return,Max Drawdown,Risk/Reward Ratio,Winrate (%),DTE,Spread_Cost_Interval
vix_put_spread_results_threshold_26-27_strike_18.0.csv,26-27,18.0,31,6597.800000000001,0.0,,100.0,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 16.0; 19.0; 21.0; 23.0; 26.0; 27.0; 28.0,-625.5000000000001 to -54.49999999999999
vix_put_spread_results_threshold_27-28_strike_18.0.csv,27-28,18.0,36,6312.299999999999,-412.7000000000001,15.295129634116787,83.33333333333334,1.0; 4.0; 6.0; 7.0; 8.0; 9.0; 13.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 28.0; 29.0,-602.5 to -40.0
vix_put_spread_results_threshold_28-29_strike_18.0.csv,28-29,18.0,31,8457.800000000001,-95.40000000000029,88.65618448637291,93.54838709677419,1.0; 2.0; 5.0; 8.0; 9.0; 12.0; 14.0; 16.0; 21.0; 22.0; 23.0,-604.0 to -114.5
vix_put_spread_results_threshold_16-17_strike_19.0.csv,16-17,19.0,60,5545.499999999999,-737.2000000000005,7.52238198589256,73.33333333333333,2.0; 6.0; 7.0; 8.0; 11.0; 14.0; 15.0; 16.0; 20.0; 21.0; 23.0; 28.0; 30.0,112.0 to 291.49999999999994
vix_put_spread_results_threshold_17-18_strike_19.0.csv,17-18,19.0,88,6389.9000000000015,-817.5000000000003,7.816391437308867,77.27272727272727,4.0; 5.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 28.0; 29.0; 30.0,48.0 to 186.0
vix_put_spread_results_threshold_18-19_strike_19.0.csv,18-19,19.0,146,16139.300000000001,-767.3,21.033885051479217,76.71232876712328,7.0; 8.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 25.0; 26.0; 27.0; 30.0,0.0 to 96.99999999999996
vix_put_spread_results_threshold_19-20_strike_19.0.csv,19-20,19.0,164,18893.199999999997,-54.4,347.30147058823525,80.48780487804879,4.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_20-21_strike_19.0.csv,20-21,19.0,206,22281.3,-342.90000000000026,64.97900262467186,94.1747572815534,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 10.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 17.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-185.0 to 18.500000000000004
vix_put_spread_results_threshold_21-22_strike_19.0.csv,21-22,19.0,159,21661.699999999993,-333.0000000000001,65.0501501501501,93.71069182389937,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-235.50000000000009 to -18.5
vix_put_spread_results_threshold_22-23_strike_19.0.csv,22-23,19.0,126,20423.799999999996,-487.10000000000014,41.92937795113937,93.65079365079364,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-308.00000000000006 to 26.0
vix_put_spread_results_threshold_23-24_strike_19.0.csv,23-24,19.0,143,20414.899999999994,-1084.3999999999999,18.82598672076724,88.11188811188812,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,-400.0 to -15.000000000000002
vix_put_spread_results_threshold_24-25_strike_19.0.csv,24-25,19.0,80,14692.0,-426.6999999999999,34.43168502460746,92.5,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 26.0; 27.0; 28.0; 29.0; 30.0,-477.00000000000006 to -28.000000000000004
vix_put_spread_results_threshold_25-26_strike_19.0.csv,25-26,19.0,57,11776.1,-307.6,38.28381014304291,94.73684210526315,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 21.0; 22.0; 25.0; 26.0; 27.0; 29.0; 30.0,-495.9999999999999 to -59.0
vix_put_spread_results_threshold_26-27_strike_19.0.csv,26-27,19.0,29,6533.700000000002,-70.69999999999999,92.41442715700146,96.55172413793103,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 16.0; 19.0; 21.0; 27.0,-541.9999999999999 to -94.0
vix_put_spread_results_threshold_28-29_strike_19.0.csv,28-29,19.0,37,9278.599999999997,-409.00000000000017,22.686063569682133,86.48648648648648,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 23.0; 30.0,-571.5 to -183.0
vix_put_spread_results_threshold_17-18_strike_20.0.csv,17-18,20.0,55,4547.500000000003,-655.6999999999998,6.935336281836212,70.9090909090909,7.0; 12.0; 13.0; 14.0; 15.0; 21.0; 23.0; 25.0; 28.0,119.5 to 263.0
vix_put_spread_results_threshold_18-19_strike_20.0.csv,18-19,20.0,77,6442.100000000002,-907.3000000000001,7.1002975862449045,75.32467532467533,8.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 21.0; 23.0; 25.0; 26.0; 27.0,49.0 to 179.99999999999997
vix_put_spread_results_threshold_19-20_strike_20.0.csv,19-20,20.0,139,16339.700000000004,-746.6000000000004,21.885480846504148,79.85611510791367,9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 18.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 109.99999999999996
vix_put_spread_results_threshold_20-21_strike_20.0.csv,20-21,20.0,166,20668.800000000003,-54.4,379.9411764705883,80.72289156626506,6.0; 8.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 17.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_21-22_strike_20.0.csv,21-22,20.0,174,18162.199999999997,-208.4000000000001,87.15067178502873,95.97701149425288,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,-167.50000000000003 to 4.499999999999993
vix_put_spread_results_threshold_22-23_strike_20.0.csv,22-23,20.0,148,19228.399999999994,-271.60000000000014,70.79675994108977,94.5945945945946,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-233.0 to -16.0
vix_put_spread_results_threshold_23-24_strike_20.0.csv,23-24,20.0,147,19482.099999999995,-779.2,25.002695071868576,89.1156462585034,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0,-357.5 to -28.5
vix_put_spread_results_threshold_24-25_strike_20.0.csv,24-25,20.0,104,18139.199999999997,-409.1,44.33928134930334,92.3076923076923,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-410.50000000000006 to -28.000000000000004
vix_put_spread_results_threshold_25-26_strike_20.0.csv,25-26,20.0,76,15009.799999999996,-283.09999999999985,53.019427764040984,96.05263157894737,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-460.5 to -33.0
vix_put_spread_results_threshold_26-27_strike_20.0.csv,26-27,20.0,58,11109.399999999998,-199.60000000000008,55.6583166332665,94.82758620689656,1.0; 2.0; 4.0; 5.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 28.0,-515.0 to -55.49999999999999
vix_put_spread_results_threshold_27-28_strike_20.0.csv,27-28,20.0,56,9234.8,-520.6000000000006,17.73876296580866,85.71428571428571,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 10.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 29.0,-567.5 to -13.5
vix_put_spread_results_threshold_28-29_strike_20.0.csv,28-29,20.0,35,8146.500000000001,-203.30000000000018,40.07132316773238,88.57142857142857,1.0; 5.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 29.0; 30.0,-532.0 to -154.5
vix_put_spread_results_threshold_30-31_strike_20.0.csv,30-31,20.0,31,9402.299999999997,-223.69999999999987,42.03084488153779,96.7741935483871,1.0; 2.0; 4.0; 5.0; 6.0; 9.0; 11.0; 12.0; 13.0; 16.0; 20.0; 21.0; 22.0; 23.0; 26.0; 30.0,-664.5 to -34.5
vix_put_spread_results_threshold_14-15_strike_21.0.csv,14-15,21.0,27,4082.100000000001,-717.7000000000005,5.687752542845197,77.77777777777779,11.0; 16.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 30.0,481.00000000000006 to 646.5
vix_put_spread_results_threshold_17-18_strike_21.0.csv,17-18,21.0,29,2137.2000000000016,-810.5000000000001,2.6368908081431233,65.51724137931035,6.0; 7.0; 12.0; 14.0; 15.0; 22.0,213.5 to 359.50000000000006
vix_put_spread_results_threshold_18-19_strike_21.0.csv,18-19,21.0,62,5624.600000000002,-879.5,6.395224559408757,75.80645161290323,7.0; 8.0; 12.0; 13.0; 16.0; 20.0; 22.0; 23.0; 26.0; 27.0; 28.0,116.99999999999994 to 272.49999999999994
vix_put_spread_results_threshold_19-20_strike_21.0.csv,19-20,21.0,41,4601.3,-284.3000000000002,16.184664087231788,78.04878048780488,11.0; 14.0; 18.0; 20.0; 22.0; 23.0; 26.0; 27.0; 28.0; 30.0,58.99999999999999 to 170.00000000000003
vix_put_spread_results_threshold_20-21_strike_21.0.csv,20-21,21.0,107,15335.600000000002,-402.3999999999993,38.11033797216707,84.11214953271028,11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,0.0 to 92.5
vix_put_spread_results_threshold_21-22_strike_21.0.csv,21-22,21.0,159,17270.699999999997,-51.000000000000014,338.6411764705881,81.13207547169812,4.0; 6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_22-23_strike_21.0.csv,22-23,21.0,168,18751.399999999998,-143.50000000000014,130.67177700348418,97.02380952380952,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-180.00000000000003 to -11.000000000000002
vix_put_spread_results_threshold_23-24_strike_21.0.csv,23-24,21.0,160,20156.499999999996,-398.7,50.55555555555555,93.125,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-272.5 to -14.000000000000002
vix_put_spread_results_threshold_24-25_strike_21.0.csv,24-25,21.0,97,15599.099999999995,-265.20000000000016,58.82013574660628,93.81443298969072,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 13.0; 14.0; 15.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-367.5 to -28.000000000000004
vix_put_spread_results_threshold_25-26_strike_21.0.csv,25-26,21.0,79,13500.699999999997,-331.7999999999999,40.689270644966854,94.9367088607595,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,-393.5 to -42.5
vix_put_spread_results_threshold_26-27_strike_21.0.csv,26-27,21.0,45,8284.0,-195.40000000000003,42.39508700102353,95.55555555555556,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0,-468.5 to -77.5
vix_put_spread_results_threshold_27-28_strike_21.0.csv,27-28,21.0,33,6099.4,0.0,,100.0,1.0; 2.0; 4.0; 5.0; 6.0; 8.0; 10.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0,-515.4999999999999 to -17.5
vix_put_spread_results_threshold_28-29_strike_21.0.csv,28-29,21.0,36,8216.300000000001,-129.10000000000045,63.64291247095254,91.66666666666666,1.0; 2.0; 5.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 25.0; 30.0,-565.0 to -22.0
vix_put_spread_results_threshold_18-19_strike_22.0.csv,18-19,22.0,34,4558.700000000001,-320.9999999999999,14.201557632398762,85.29411764705883,7.0; 12.0; 15.0; 16.0; 23.0; 25.0; 26.0; 27.0; 30.0,210.5 to 364.0
vix_put_spread_results_threshold_19-20_strike_22.0.csv,19-20,22.0,31,2959.800000000001,-561.3000000000001,5.273115980758954,70.96774193548387,14.0; 19.0; 20.0; 21.0; 22.0; 23.0,150.99999999999997 to 256.50000000000006
vix_put_spread_results_threshold_20-21_strike_22.0.csv,20-21,22.0,43,4937.900000000001,-326.80000000000024,15.109853121175021,79.06976744186046,12.0; 13.0; 16.0; 18.0; 21.0; 22.0; 23.0; 26.0; 29.0,43.99999999999999 to 181.50000000000003
vix_put_spread_results_threshold_21-22_strike_22.0.csv,21-22,22.0,92,10882.099999999997,-391.1999999999996,27.817229038854826,77.17391304347827,4.0; 8.0; 9.0; 11.0; 12.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 25.0; 28.0; 29.0; 30.0,0.0 to 142.49999999999997
vix_put_spread_results_threshold_22-23_strike_22.0.csv,22-23,22.0,139,13764.7,-45.900000000000006,299.8845315904139,80.57553956834532,6.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_23-24_strike_22.0.csv,23-24,22.0,167,18650.599999999995,-225.0000000000003,82.89155555555541,94.01197604790418,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,-170.49999999999997 to 4.499999999999993
vix_put_spread_results_threshold_24-25_strike_22.0.csv,24-25,22.0,124,17138.699999999993,-265.7,64.50395182536694,95.16129032258065,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-269.5 to -27.500000000000004
vix_put_spread_results_threshold_25-26_strike_22.0.csv,25-26,22.0,84,13150.199999999997,-202.39999999999998,64.97134387351778,97.61904761904762,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-310.49999999999994 to -42.5
vix_put_spread_results_threshold_26-27_strike_22.0.csv,26-27,22.0,64,10877.2,-74.10000000000028,146.7908232118753,95.3125,1.0; 2.0; 4.0; 5.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 26.0; 28.0,-405.50000000000006 to -52.49999999999999
vix_put_spread_results_threshold_27-28_strike_22.0.csv,27-28,22.0,48,7123.4,-596.4000000000004,11.943997317236745,85.41666666666666,1.0; 4.0; 6.0; 8.0; 9.0; 10.0; 12.0; 13.0; 14.0; 15.0; 19.0; 20.0; 22.0; 23.0; 26.0; 27.0; 29.0,-473.0 to -13.5
vix_put_spread_results_threshold_28-29_strike_22.0.csv,28-29,22.0,58,9059.399999999998,-500.9000000000001,18.08624475943301,87.93103448275862,1.0; 2.0; 5.0; 7.0; 8.0; 9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 28.0; 30.0,-478.0 to -22.0
vix_put_spread_results_threshold_29-30_strike_22.0.csv,29-30,22.0,29,7495.200000000001,-189.6000000000003,39.531645569620196,89.65517241379311,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 14.0; 16.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0,-589.5 to -77.99999999999999
vix_put_spread_results_threshold_18-19_strike_23.0.csv,18-19,23.0,28,2392.900000000001,-489.79999999999967,4.885463454471218,67.85714285714286,6.0; 9.0; 12.0; 16.0; 19.0; 26.0; 27.0,284.5 to 468.4999999999999
vix_put_spread_results_threshold_20-21_strike_23.0.csv,20-21,23.0,40,5030.500000000001,-527.6999999999996,9.53287852946751,72.5,12.0; 13.0; 14.0; 16.0; 18.0; 20.0; 21.0; 22.0; 26.0; 29.0,132.5 to 275.0000000000001
vix_put_spread_results_threshold_21-22_strike_23.0.csv,21-22,23.0,40,5326.000000000002,-331.1000000000001,16.085774690425854,80.0,4.0; 7.0; 11.0; 12.0; 19.0; 20.0; 21.0; 23.0; 28.0; 29.0; 30.0,69.99999999999997 to 175.0
vix_put_spread_results_threshold_22-23_strike_23.0.csv,22-23,23.0,71,11432.299999999994,-328.79999999999933,34.76976885644774,80.28169014084507,13.0; 14.0; 16.0; 18.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 85.50000000000004
vix_put_spread_results_threshold_23-24_strike_23.0.csv,23-24,23.0,136,14281.799999999996,-54.4,262.53308823529403,76.47058823529412,6.0; 7.0; 8.0; 9.0; 13.0; 14.0; 15.0; 16.0; 18.0; 20.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_24-25_strike_23.0.csv,24-25,23.0,127,13833.59999999999,-51.80000000000037,267.05791505791296,96.8503937007874,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-164.99999999999994 to -23.500000000000004
vix_put_spread_results_threshold_25-26_strike_23.0.csv,25-26,23.0,87,12121.099999999995,-244.00000000000003,49.67663934426227,94.25287356321839,1.0; 2.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 29.0; 30.0,-250.4999999999999 to -20.5
vix_put_spread_results_threshold_26-27_strike_23.0.csv,26-27,23.0,85,12290.999999999996,-317.4000000000002,38.724007561436636,91.76470588235294,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0,-332.5 to -29.000000000000004
vix_put_spread_results_threshold_27-28_strike_23.0.csv,27-28,23.0,43,7262.4,-243.0000000000001,29.886419753086404,88.37209302325581,1.0; 2.0; 4.0; 5.0; 6.0; 8.0; 12.0; 13.0; 15.0; 16.0; 19.0; 20.0; 22.0; 23.0; 26.0,-442.5 to -17.5
vix_put_spread_results_threshold_28-29_strike_23.0.csv,28-29,23.0,57,9122.099999999999,-332.70000000000005,27.418394950405762,89.47368421052632,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 28.0; 29.0; 30.0,-453.5 to -21.5
vix_put_spread_results_threshold_29-30_strike_23.0.csv,29-30,23.0,26,5919.299999999999,-165.90000000000015,35.6799276672694,92.3076923076923,1.0; 2.0; 7.0; 8.0; 9.0; 12.0; 19.0; 21.0; 22.0; 26.0; 28.0,-538.0 to -77.50000000000001
vix_put_spread_results_threshold_30-31_strike_23.0.csv,30-31,23.0,34,7625.700000000001,-294.40000000000003,25.90251358695652,94.11764705882352,1.0; 2.0; 4.0; 5.0; 6.0; 8.0; 9.0; 11.0; 12.0; 13.0; 20.0; 21.0; 23.0; 29.0; 30.0,-528.0000000000001 to -68.5
vix_put_spread_results_threshold_17-18_strike_24.0.csv,17-18,24.0,27,1695.1000000000017,-747.8999999999999,2.26647947586576,74.07407407407408,5.0; 7.0; 8.0; 11.0; 14.0; 26.0; 29.0,465.0 to 653.0
vix_put_spread_results_threshold_20-21_strike_24.0.csv,20-21,24.0,34,6296.200000000001,-447.9,14.057155615092658,79.41176470588235,12.0; 13.0; 14.0; 15.0; 18.0; 20.0; 21.0; 29.0,186.50000000000003 to 369.00000000000006
vix_put_spread_results_threshold_21-22_strike_24.0.csv,21-22,24.0,27,2838.6000000000004,-264.7000000000001,10.723838307517942,77.77777777777779,4.0; 12.0; 14.0; 19.0; 20.0; 29.0; 30.0,135.0 to 250.5
vix_put_spread_results_threshold_22-23_strike_24.0.csv,22-23,24.0,36,4882.3,-572.0000000000001,8.535489510489509,72.22222222222221,14.0; 15.0; 16.0; 18.0; 22.0; 23.0; 25.0; 27.0; 28.0; 29.0,37.5 to 179.9999999999999
vix_put_spread_results_threshold_23-24_strike_24.0.csv,23-24,24.0,104,13950.699999999997,-612.8000000000002,22.765502610966045,76.92307692307693,7.0; 8.0; 9.0; 11.0; 13.0; 15.0; 19.0; 20.0; 21.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 105.49999999999996
vix_put_spread_results_threshold_24-25_strike_24.0.csv,24-25,24.0,104,12438.199999999995,-37.400000000000006,332.5721925133688,78.84615384615384,6.0; 7.0; 9.0; 11.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,0.0 to 0.0
vix_put_spread_results_threshold_25-26_strike_24.0.csv,25-26,24.0,102,10782.599999999995,-244.59999999999968,44.08258381030257,92.15686274509804,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 27.0; 28.0; 29.0; 30.0,-161.99999999999997 to 54.99999999999999
vix_put_spread_results_threshold_26-27_strike_24.0.csv,26-27,24.0,89,11505.699999999995,-191.50000000000034,60.081984334203526,94.3820224719101,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 13.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,-232.50000000000003 to 15.500000000000025
vix_put_spread_results_threshold_27-28_strike_24.0.csv,27-28,24.0,68,10415.899999999994,-240.9000000000001,43.23744292237439,89.70588235294117,1.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 10.0; 11.0; 12.0; 13.0; 15.0; 16.0; 19.0; 20.0; 21.0; 22.0; 23.0; 26.0; 28.0; 29.0,-388.5 to -30.000000000000004
vix_put_spread_results_threshold_28-29_strike_24.0.csv,28-29,24.0,60,9101.499999999996,-162.29999999999967,56.07825015403583,93.33333333333333,1.0; 2.0; 5.0; 6.0; 7.0; 8.0; 9.0; 12.0; 14.0; 15.0; 16.0; 19.0; 21.0; 22.0; 23.0; 25.0; 28.0; 29.0; 30.0,-405.0 to -89.5
vix_put_spread_results_threshold_29-30_strike_24.0.csv,29-30,24.0,32,7070.5999999999985,-18.700000000000056,378.1069518716565,96.875,2.0; 7.0; 8.0; 9.0; 13.0; 14.0; 16.0; 19.0; 21.0; 22.0; 26.0; 27.0; 28.0,-493.00000000000006 to -72.50000000000001
vix_put_spread_results_threshold_30-31_strike_24.0.csv,30-31,24.0,31,6907.800000000001,-2.2,3139.909090909091,96.7741935483871,1.0; 2.0; 4.0; 5.0; 6.0; 7.0; 8.0; 9.0; 11.0; 12.0; 16.0; 20.0; 21.0; 23.0; 26.0; 29.0; 30.0,-493.50000000000006 to -34.5
vix_put_spread_results_threshold_32-33_strike_24.0.csv,32-33,24.0,29,5901.200000000002,-579.5,10.1832614322692,82.75862068965517,1.0; 2.0; 5.0; 6.0; 8.0; 9.0; 12.0; 20.0; 26.0; 28.0; 29.0; 30.0,-620.0000000000001 to -187.5
vix_put_spread_results_threshold_14-15_strike_25.0.csv,14-15,25.0,28,5152.900000000003,-475.99999999999983,10.825420168067238,82.14285714285714,9; 12; 15; 16; 19; 20; 21; 22; 27; 30,902.0 to 1016.0
vix_put_spread_results_threshold_20-21_strike_25.0.csv,20-21,25.0,36,6108.300000000002,-716.0000000000001,8.53114525139665,72.22222222222221,13.0; 14.0; 15.0; 21.0; 22.0; 23.0; 29.0,323.50000000000006 to 450.50000000000006
vix_put_spread_results_threshold_21-22_strike_25.0.csv,21-22,25.0,29,4332.700000000003,-308.39999999999947,14.048962386511057,75.86206896551724,12.0; 13.0; 14.0; 20.0; 28.0; 29.0; 30.0,218.99999999999997 to 345.5
vix_put_spread_results_threshold_23-24_strike_25.0.csv,23-24,25.0,48,6773.399999999998,-489.90000000000083,13.826086956521712,75.0,7.0; 9.0; 15.0; 20.0; 23.0; 25.0; 26.0; 27.0; 28.0; 29.0,66.5 to 182.00000000000003
vix_put_spread_results_threshold_24-25_strike_25.0.csv,24-25,25.0,84,9091.199999999993,-565.7000000000005,16.070708856284224,69.04761904761905,5.0; 6.0; 7.0; 9.0; 11.0; 13.0; 15.0; 19.0; 20.0; 22.0; 23.0; 27.0; 28.0; 29.0; 30.0,0.0 to 90.50000000000011
vix_put_spread_results_threshold_25-26_strike_25.0.csv,25-26,25.0,59,7854.7,-18.7,420.03743315508024,81.35593220338984,9.0; 12.0; 13.0; 14.0; 15.0; 16.0; 18.0; 19.0; 20.0; 21.0; 22.0; 26.0; 27.0; 28.0; 30.0,0.0 to 0.0
