DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2016-05-06,16.58,4,16.0,55,3810.0,3810.0,-3900.0,-91.7
2020-02-05,16.32,14,17.0,55,3700.0,3700.0,-3717.0,-18.7
2020-02-07,16.16,12,17.0,55,3685.0,3685.0,-3717.0,-33.7
2020-02-10,16.43,9,17.0,55,3710.0,3710.0,-3717.0,-8.7
