DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2015-08-21,28.38,25.0,28.0,27,-76.49999999999989,23.500000000000114,161.99999999999977,83.79999999999988
2015-09-28,28.33,22.0,28.0,27,-78.99999999999991,21.000000000000085,100.0,19.300000000000086
2015-09-29,28.2,21.0,28.0,27,-79.99999999999999,20.000000000000014,100.0,18.300000000000015
2016-01-21,28.43,5.0,28.0,27,-70.00000000000001,29.999999999999986,110.99999999999994,39.299999999999926
2019-01-02,28.53,13.0,28.0,27,-80.49999999999997,19.50000000000003,100.0,17.80000000000003
2020-05-26,28.58,1.0,28.0,27,-18.0,82.0,100.0,80.3
2020-05-26,28.58,7.0,28.0,27,-42.99999999999999,57.00000000000001,173.99999999999983,129.29999999999984
2020-06-02,28.52,8.0,29.0,27,-129.99999999999997,70.00000000000003,452.0,320.3
2020-06-02,28.52,29.0,28.0,27,-52.49999999999999,47.50000000000001,446.0000000000001,391.8000000000001
2020-07-02,28.44,6.0,28.0,27,-36.499999999999986,63.500000000000014,307.99999999999983,269.79999999999984
2020-07-06,28.33,2.0,28.0,27,-49.50000000000001,50.49999999999999,76.00000000000016,24.80000000000015
2020-07-24,28.58,5.0,28.0,27,-74.0,26.0,100.0,24.3
2020-09-17,28.92,6.0,28.0,27,-77.00000000000004,22.999999999999957,100.0,21.299999999999958
2020-09-17,28.92,20.0,28.0,27,-47.50000000000001,52.49999999999999,310.0000000000001,260.8000000000001
2020-09-18,28.1,5.0,28.0,27,-79.5,20.5,100.0,18.8
2020-09-18,28.1,12.0,28.0,27,-75.50000000000003,24.49999999999997,116.0,38.79999999999997
2020-09-22,28.78,1.0,28.0,27,-88.0,12.0,100.0,10.3
2020-09-22,28.78,8.0,28.0,27,-71.49999999999999,28.500000000000014,116.0,42.80000000000001
2020-09-22,28.78,15.0,28.0,27,-42.49999999999999,57.50000000000001,310.0000000000001,265.8000000000001
2020-10-23,28.67,5.0,28.0,27,-42.50000000000001,57.49999999999999,0.0,-44.20000000000001
2020-10-23,28.67,19.04,28.0,27,-62.5,37.5,116.0,51.8
2020-10-23,28.67,26.04,28.0,27,-60.5,39.5,100.0,37.8
2020-11-05,28.14,6.0,28.0,27,-77.49999999999999,22.500000000000014,116.0,36.80000000000001
2021-01-05,28.6,1.0,28.0,27,-92.0,8.0,100.00000000000006,6.300000000000057
2021-01-05,28.6,15.0,28.0,27,-80.49999999999997,19.50000000000003,100.0,17.80000000000003
2021-02-02,28.08,8.0,28.0,27,-70.0,30.0,100.0,28.3
2021-03-08,28.39,2.0,28.0,27,-104.5,-4.5,100.0,-6.2
2021-03-08,28.39,8.96,28.0,27,-80.00000000000003,19.99999999999997,100.0,18.299999999999972
2021-03-08,28.39,22.96,28.0,27,-70.49999999999991,29.500000000000085,178.9999999999999,106.79999999999997
2021-05-12,28.38,7.0,28.0,27,-84.00000000000003,15.999999999999972,421.9999999999999,336.2999999999999
2021-05-12,28.38,14.0,28.0,27,-75.99999999999997,24.00000000000003,148.0000000000001,70.30000000000014
2021-05-13,28.93,6.0,28.0,27,-89.50000000000004,10.499999999999957,421.9999999999999,330.79999999999984
2021-09-20,28.79,2.0,28.0,27,-82.00000000000003,17.99999999999997,100.0,16.299999999999972
2021-09-20,28.79,9.0,28.0,27,-81.49999999999994,18.500000000000057,481.9999999999999,398.79999999999995
2021-09-20,28.79,16.0,28.0,27,-73.50000000000003,26.49999999999997,435.9999999999999,360.7999999999999
2021-09-20,28.79,23.0,28.0,27,-77.50000000000003,22.49999999999997,181.0000000000001,101.80000000000008
2021-09-20,28.79,30.0,28.0,27,-79.5,20.5,100.0,18.8
2021-11-26,28.99,5.0,28.0,27,-319.5,-219.5,166.99999999999977,-154.20000000000022
2021-11-26,28.99,12.0,28.0,27,-210.49999999999994,-110.49999999999994,100.0,-112.19999999999995
2021-11-26,28.99,19.0,28.0,27,-74.50000000000001,25.499999999999986,132.9999999999999,56.79999999999987
2021-11-26,28.99,26.0,28.0,27,-79.99999999999989,20.000000000000114,139.9999999999999,58.3
2021-11-30,28.56,1.0,28.0,27,-68.49999999999999,31.500000000000014,100.0,29.800000000000015
2021-11-30,28.56,8.0,28.0,27,-81.99999999999999,18.000000000000014,100.0,16.300000000000015
2022-02-15,28.09,1.0,28.0,27,-85.00000000000001,14.999999999999986,100.0,13.299999999999986
2022-02-15,28.09,8.0,28.0,27,-68.00000000000001,31.999999999999986,412.0000000000001,342.3000000000001
2022-02-15,28.09,15.0,28.0,27,-81.50000000000004,18.499999999999957,412.0000000000001,328.80000000000007
2022-02-15,28.09,27.96,28.0,27,-80.00000000000007,19.99999999999993,412.0000000000001,330.30000000000007
2022-02-17,28.37,6.0,28.0,27,-56.999999999999986,43.000000000000014,162.0000000000001,103.30000000000013
2022-02-17,28.37,13.0,28.0,27,-66.5,33.5,162.0000000000001,93.80000000000011
2022-02-17,28.37,20.0,28.0,27,-69.00000000000004,30.999999999999957,162.0000000000001,91.30000000000007
2022-02-17,28.37,25.96,28.0,27,-70.00000000000006,29.999999999999943,162.0000000000001,90.30000000000005
2022-04-22,28.27,5.0,28.0,27,-51.500000000000014,48.499999999999986,119.99999999999993,66.79999999999991
2022-04-22,28.27,12.0,28.0,27,-47.50000000000001,52.49999999999999,100.0,50.79999999999999
2022-04-22,28.27,26.0,28.0,27,-65.00000000000003,34.99999999999997,226.99999999999997,160.29999999999995
2022-05-26,28.46,6.0,28.0,27,-46.0,54.0,100.0,52.3
2022-05-26,28.46,13.0,28.0,27,-56.49999999999999,43.50000000000001,100.0,41.800000000000004
2022-05-26,28.46,20.0,28.0,27,-65.00000000000001,34.999999999999986,426.00000000000017,359.3000000000002
2022-05-31,28.35,1.0,28.0,27,-71.50000000000001,28.499999999999986,100.0,26.799999999999986
2022-05-31,28.35,15.0,29.0,27,-150.0,50.0,526.0000000000001,374.3000000000001
2022-06-27,28.66,2.0,28.0,27,-58.00000000000001,41.99999999999999,153.0000000000001,93.30000000000011
2022-06-27,28.66,9.0,28.0,27,-57.999999999999986,42.000000000000014,100.0,40.30000000000001
2022-06-27,28.66,23.0,28.0,27,-65.00000000000003,34.99999999999997,100.0,33.29999999999997
2022-06-28,28.68,1.0,28.0,27,-18.499999999999996,81.5,14.999999999999858,-5.200000000000139
2022-06-28,28.68,8.0,28.0,27,-49.0,51.0,100.0,49.3
2022-07-04,28.1,2.0,28.0,27,-53.0,47.0,100.0,45.3
2022-07-04,28.1,16.0,28.0,27,-65.00000000000001,34.999999999999986,100.0,33.29999999999998
2022-07-06,28.07,7.0,28.0,27,-67.0,33.0,280.00000000000006,211.30000000000007
2022-07-06,28.07,14.0,28.0,27,-64.99999999999999,35.000000000000014,100.0,33.30000000000001
2022-07-14,28.45,6.0,28.0,27,-64.99999999999999,35.000000000000014,100.0,33.30000000000001
2022-09-13,28.15,1.0,28.0,27,-73.5,26.5,100.00000000000001,24.800000000000015
2022-09-13,28.15,8.0,28.0,27,-67.49999999999996,32.50000000000004,112.99999999999989,43.799999999999926
2022-09-13,28.15,15.0,29.0,27,-146.00000000000003,53.99999999999997,357.99999999999983,210.2999999999998
2022-09-16,28.45,5.0,28.0,27,-77.49999999999994,22.500000000000057,100.0,20.800000000000058
2022-09-22,28.38,6.0,28.0,27,-50.99999999999999,49.00000000000001,42.00000000000017,-10.699999999999822
2022-09-22,28.38,27.0,28.0,27,-62.5,37.5,42.00000000000017,-22.19999999999983
2022-10-26,28.52,7.0,28.0,27,-42.99999999999999,57.00000000000001,100.0,55.300000000000004
2022-10-26,28.52,14.04,29.0,27,-156.5,43.5,301.99999999999994,143.79999999999995
2022-10-26,28.52,21.04,28.0,27,-67.00000000000004,32.99999999999996,261.9999999999997,193.29999999999967
2023-03-10,28.97,4.96,28.0,27,-79.5,20.5,99.99999999999994,18.799999999999944
2023-03-10,28.97,11.96,28.0,27,-82.50000000000011,17.499999999999886,100.0,15.799999999999887
2023-03-10,28.97,25.96,29.0,27,-168.50000000000006,31.499999999999943,205.99999999999977,35.79999999999971
2023-03-20,28.91,2.0,29.0,27,-184.49999999999997,15.500000000000028,200.0,13.80000000000003
2023-03-20,28.91,9.0,28.0,27,-88.99999999999997,11.000000000000028,100.0,9.30000000000003
2023-03-20,28.91,30.0,28.0,27,-77.49999999999994,22.500000000000057,100.0,20.800000000000058
