DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN,Avg_Spread_Cost,Q1_Spread_Cost,Q3_Spread_Cost,Avg_Expiry_Value,Q1_Expiry_Value,Q3_Expiry_Value
2010-03-29,18.28,22,18.0,15,-72.0,228.0,276.99999999999994,203.29999999999995,-104.25,-117.25,-88.5,293.24999999999994,265.9999999999999,315.75
2010-12-27,18.32,22,19.0,15,-109.0,291.0,363.00000000000006,252.30000000000007,-104.25,-117.25,-88.5,293.24999999999994,265.9999999999999,315.75
2010-12-31,18.13,18,18.0,15,-64.99999999999999,235.0,263.00000000000006,196.30000000000007,-64.99999999999999,-64.99999999999999,-64.99999999999999,263.00000000000006,263.00000000000006,263.00000000000006
2011-05-09,18.59,8,19.0,15,-226.0,174.00000000000003,321.0000000000001,93.30000000000014,-189.0,-225.75,-156.50000000000003,305.33333333333337,256.5,339.25
2011-06-07,18.48,7,19.0,15,-180.0,220.0,173.99999999999983,-7.700000000000171,,,,,,
2012-02-28,18.67,21,19.0,15,-92.0,308.0,487.9999999999999,394.2999999999999,-92.0,-92.0,-92.0,487.9999999999999,487.9999999999999,487.9999999999999
2015-12-28,18.13,1,18.0,15,-144.0,156.0,236.99999999999991,91.29999999999993,-153.5,-175.75,-115.5,209.12499999999997,105.99999999999987,300.0
2015-12-28,18.13,8,19.0,15,-225.0,175.0,336.99999999999994,110.29999999999994,-189.0,-225.75,-156.50000000000003,305.33333333333337,256.5,339.25
2016-06-20,18.55,8,19.0,15,-265.00000000000006,134.99999999999994,209.0,-57.70000000000006,-189.0,-225.75,-156.50000000000003,305.33333333333337,256.5,339.25
2016-06-21,18.96,7,18.0,15,-187.0,113.0,75.0,-113.7,,,,,,
2016-09-13,18.97,1,19.0,15,-134.0,266.0,266.0,130.3,-153.5,-175.75,-115.5,209.12499999999997,105.99999999999987,300.0
2016-09-15,18.07,12,18.0,15,-215.0,85.0,421.00000000000006,204.30000000000007,-191.0,-247.5,-146.5,286.3333333333334,219.00000000000014,346.0000000000001
2018-02-23,18.8,12,18.0,15,-280.0,20.0,271.0000000000001,-10.699999999999886,-191.0,-247.5,-146.5,286.3333333333334,219.00000000000014,346.0000000000001
2018-02-27,18.98,8,18.0,15,-145.00000000000003,154.99999999999997,235.0,88.29999999999994,-189.0,-225.75,-156.50000000000003,305.33333333333337,256.5,339.25
2018-04-26,18.12,6,18.0,15,-186.0,114.0,300.0,112.3,-142.5,-192.0,-117.5,228.75000000000006,162.7500000000001,298.50000000000006
2018-05-03,18.66,5,18.0,15,-260.0,40.0,661.0,399.3,-124.25,-137.5,-87.0,220.24999999999997,88.99999999999996,245.25
2018-05-29,18.78,1,18.0,15,-142.0,158.0,300.0,156.3,-153.5,-175.75,-115.5,209.12499999999997,105.99999999999987,300.0
2018-07-02,18.08,1,18.0,15,-244.00000000000003,55.99999999999997,300.0,54.29999999999997,-153.5,-175.75,-115.5,209.12499999999997,105.99999999999987,300.0
2018-11-07,18.05,7,19.0,15,-295.0,105.0,291.0,-5.7,,,,,,
2018-11-09,18.41,5,18.0,15,-134.0,166.0,75.0,-60.7,-124.25,-137.5,-87.0,220.24999999999997,88.99999999999996,245.25
2019-01-18,18.18,11,18.0,15,-111.0,189.0,69.00000000000013,-43.69999999999986,,,,,,
2019-08-19,18.22,9,18.0,15,-191.0,109.0,249.00000000000003,56.300000000000026,-143.33333333333334,-183.0,-119.5,227.33333333333326,190.99999999999994,274.5
2019-09-04,18.83,7,18.0,15,-125.0,175.0,300.0,173.3,,,,,,
2019-10-01,18.62,1,19.0,15,-153.0,247.0,25.0,-129.7,-153.5,-175.75,-115.5,209.12499999999997,105.99999999999987,300.0
2020-01-28,18.03,1,19.0,15,-309.00000000000006,90.99999999999994,400.0,89.29999999999994,-153.5,-175.75,-115.5,209.12499999999997,105.99999999999987,300.0
