DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2016-03-22,14.76,28,14.5,27,1007.9999999999998,1007.9999999999998,-1250.0,-243.70000000000024
2018-07-11,14.15,6,15.0,27,1129.0,1129.0,-1177.0,-49.7
2023-06-08,14.21,13,14.0,27,1166.0,1166.0,-1300.0,-135.7
2023-06-09,14.14,12,14.0,27,1151.0000000000002,1151.0000000000002,-1300.0,-150.69999999999976
