DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN,Avg_Spread_Cost,Q1_Spread_Cost,Q3_Spread_Cost,Avg_Expiry_Value,Q1_Expiry_Value,Q3_Expiry_Value
2015-09-10,27.22,5,27.0,27,-20.000000000000018,-20.000000000000018,0.0,-21.700000000000017,,,,,,
2016-01-08,27.08,11,27.0,27,-19.00000000000004,-19.00000000000004,377.0,356.29999999999995,-19.00000000000004,-19.00000000000004,-19.00000000000004,377.0,377.0,377.0
2016-01-11,27.39,8,27.0,27,-18.99999999999995,-18.99999999999995,377.0,356.30000000000007,-15.71428571428571,-20.5,-10.500000000000021,132.85714285714283,39.49999999999996,169.50000000000003
2016-02-03,27.7,13,27.0,27,-29.000000000000004,-29.000000000000004,208.0000000000001,177.30000000000013,-30.999999999999986,-35.0,-25.999999999999982,103.33333333333336,50.99999999999997,155.00000000000003
2016-02-08,27.72,8,27.0,27,-11.000000000000032,-11.000000000000032,0.0,-12.700000000000031,-15.71428571428571,-20.5,-10.500000000000021,132.85714285714283,39.49999999999996,169.50000000000003
2018-10-29,27.86,1,27.0,27,-140.99999999999997,-140.99999999999997,0.0,-142.69999999999996,,,,,,
2020-06-09,27.7,1,27.0,27,-25.0,-25.0,0.0,-26.7,,,,,,
2020-09-28,27.19,2,27.0,27,-20.0,-20.0,0.0,-21.7,,,,,,
2020-09-28,27.19,9,27.0,27,-12.000000000000002,-12.000000000000002,194.0000000000001,180.30000000000013,-14.999999999999986,-16.49999999999998,-13.499999999999995,169.50000000000003,157.25,181.75000000000006
2020-09-29,27.43,1,27.0,27,-57.00000000000001,-57.00000000000001,0.0,-58.70000000000001,,,,,,
2020-09-29,27.43,8,27.0,27,-20.0,-20.0,194.0000000000001,172.30000000000013,-15.71428571428571,-20.5,-10.500000000000021,132.85714285714283,39.49999999999996,169.50000000000003
2020-09-30,27.12,7,27.0,27,-14.000000000000002,-14.000000000000002,167.00000000000017,151.30000000000018,-16.333333333333336,-19.5,-12.000000000000005,177.33333333333334,90.00000000000003,259.50000000000006
2020-10-01,27.11,6,27.0,27,-17.999999999999996,-17.999999999999996,98.99999999999984,79.29999999999984,-17.500000000000007,-20.5,-13.500000000000025,95.99999999999991,74.24999999999989,138.74999999999986
2020-10-08,27.99,6,27.0,27,-8.999999999999996,-8.999999999999996,150.0,139.3,-17.500000000000007,-20.5,-13.500000000000025,95.99999999999991,74.24999999999989,138.74999999999986
2022-05-17,27.17,1,27.0,27,-15.000000000000002,-15.000000000000002,0.0,-16.700000000000003,,,,,,
2022-05-17,27.17,8,27.0,27,-25.0,-25.0,78.99999999999991,52.29999999999991,-15.71428571428571,-20.5,-10.500000000000021,132.85714285714283,39.49999999999996,169.50000000000003
2022-05-17,27.17,29,27.0,27,-5.000000000000027,-5.000000000000027,326.00000000000017,319.3000000000002,-5.000000000000027,-5.000000000000027,-5.000000000000027,235.50000000000006,190.25,280.7500000000001
2022-05-27,27.54,5,27.0,27,-14.000000000000002,-14.000000000000002,0.0,-15.7,,,,,,
2022-05-27,27.54,12,27.0,27,-28.000000000000004,-28.000000000000004,0.0,-29.700000000000003,,,,,,
2022-05-27,27.54,19,27.0,27,-10.000000000000009,-10.000000000000009,326.00000000000017,314.3000000000002,-8.500000000000018,-9.250000000000014,-7.750000000000023,243.99999999999994,202.99999999999983,285.00000000000006
2022-06-01,27.73,14,27.0,27,-10.000000000000009,-10.000000000000009,326.00000000000017,314.3000000000002,-10.000000000000009,-10.000000000000009,-10.000000000000009,308.5000000000001,299.75000000000006,317.2500000000001
2022-07-12,27.75,1,27.0,27,-15.000000000000002,-15.000000000000002,0.0,-16.700000000000003,,,,,,
2022-07-12,27.75,8,27.0,27,-10.000000000000009,-10.000000000000009,0.0,-11.700000000000008,-15.71428571428571,-20.5,-10.500000000000021,132.85714285714283,39.49999999999996,169.50000000000003
2022-08-29,27.67,2,27.0,27,-20.0,-20.0,18.0,-3.6999999999999966,,,,,,
2022-08-30,27.69,1,27.0,27,-19.0,-19.0,0.0,-20.699999999999992,,,,,,
