DATE,VIX_HIGH,DTE,ATM_STRIKE,SELL_STRIKE,SPREAD_COST,MAX_PROFIT,EXPIRY_VALUE,RETURN
2018-07-09,13.45,8,14,32,1724.0000000000002,1724.0000000000002,-1776.9999999999998,-54.69999999999955
